,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,end
2.080000000000001,198.70975038106138,-5.994976718999708,25.91,0,1.61647181e-315,2.73,6.87,459.62,-10.68,24.75,0.0,0.0,2.5,16.98,223.13,-6.37,25.0,0.0,0.01,2.5,16.88,208.92,-10.71,24.5,6.25,0.0,2.5,19.2,233.96,-2.81,35.0,0.0,0.0,1.92,3.03,81.72,-2.62,34.25,0.0,0.0,1.82,4.45,49.17,-10.63,24.25,-6.25,6.273,2.5,17.08,23.07,-6.65,31.25,-12.5,0.0,1.82,4.75,-1
2.120000000000001,199.74615038106137,-5.994976718999708,25.91,0,1.56e-321,2.73,6.87,460.61,-10.68,24.75,0.0,0.0,2.5,16.98,224.13,-6.36,25.0,0.0,0.0,2.5,16.88,209.9,-10.71,24.75,0.0,0.01,2.5,19.2,235.36,-2.81,35.0,0.0,0.0,1.92,3.03,83.09,-2.62,34.25,0.0,0.0,1.82,4.45,50.14,-10.64,24.0,6.25,0.0,2.5,17.08,24.32,-6.65,30.75,6.25,0.0,1.82,4.75,-1
2.160000000000001,200.78255038106136,-5.994976718999708,25.91,0,0.0,2.73,6.87,461.6,-10.68,24.75,0.0,0.0,2.5,16.98,225.13,-6.36,25.0,-6.25,0.0,2.5,16.88,210.89,-10.7,24.75,-12.5,0.0,2.5,19.2,236.76,-2.81,35.0,0.0,0.007,1.92,3.03,84.46,-2.62,34.25,0.0,0.007,1.82,4.45,51.1,-10.64,24.25,-6.25,0.0,2.5,17.08,25.55,-6.65,31.0,-6.25,0.0,1.82,4.75,-1
2.200000000000001,201.81895038106134,-5.994976718999708,25.91,0,0.0,2.73,6.87,462.59,-10.68,24.75,0.0,0.0,2.5,16.98,226.13,-6.36,24.75,0.0,0.0,2.5,16.88,211.88,-10.7,24.25,6.25,0.0,2.5,19.2,238.16,-2.8,35.0,0.0,0.0,1.92,3.03,85.83,-2.61,34.25,0.0,0.0,1.82,4.45,52.07,-10.64,24.0,0.0,0.0,2.5,17.08,26.79,-6.65,30.75,-6.25,0.008,1.82,4.75,-1
2.240000000000001,202.85535038106133,-5.994976718999708,25.91,0,0.0,2.73,6.87,463.58,-10.68,24.75,0.0,0.0,2.5,16.98,227.12,-6.36,24.75,6.25,0.0,2.5,16.88,212.85,-10.7,24.5,-6.25,0.0,2.5,19.2,239.56,-2.8,35.0,0.0,0.0,1.92,3.03,87.2,-2.61,34.25,0.0,0.0,1.82,4.45,53.03,-10.64,24.0,12.5,0.0,2.5,17.08,28.02,-6.64,30.5,6.25,0.0,1.82,4.75,-1
2.280000000000001,203.8917503810613,-5.994976718999708,25.91,0,0.0,2.73,6.87,464.57,-10.68,24.75,0.0,0.0,2.5,16.98,228.11,-6.36,25.0,-12.5,0.0,2.5,16.88,213.83,-10.7,24.25,6.25,0.0,2.5,19.2,240.96,-2.8,35.0,0.0,0.0,1.92,3.03,88.57,-2.61,34.25,6.25,0.007,1.82,4.45,53.99,-10.64,24.5,-6.25,0.0,2.5,17.08,29.23,-6.64,30.75,6.25,0.0,1.82,4.75,-1
2.320000000000001,204.9281503810613,-5.994976718999708,25.91,0,0.0,2.73,6.87,465.56,-10.68,24.75,0.0,0.0,2.5,16.98,229.11,-6.36,24.5,12.5,0.0,2.5,16.88,214.8,-10.7,24.5,0.0,0.0,2.5,19.2,242.36,-2.8,35.0,6.25,0.0,1.92,3.03,89.94,-2.6,34.5,-18.75,0.0,1.82,4.45,54.97,-10.64,24.25,0.0,0.0,2.5,17.08,30.46,-6.64,31.0,-6.25,0.0,1.82,4.75,-1
2.360000000000001,205.9645503810613,-5.994976718999708,25.91,0,0.0,2.73,6.87,466.55,-10.68,24.75,0.0,0.0,2.5,16.98,230.09,-6.36,25.0,-6.25,0.0,2.5,16.88,215.78,-10.7,24.5,-6.25,0.01,2.5,19.2,243.76,-2.8,35.25,-6.25,0.0,1.92,3.03,91.32,-2.6,33.75,6.25,0.0,1.82,4.45,55.94,-10.64,24.25,0.0,0.0,2.5,17.08,31.7,-6.64,30.75,6.25,0.0,1.82,4.75,-1
2.4000000000000012,207.00095038106127,-5.994976718999708,25.91,0,0.0,2.73,6.87,467.54,-10.68,24.75,0.0,0.0,2.5,16.98,231.09,-6.36,24.75,6.25,0.0,2.5,16.88,216.76,-10.69,24.25,6.25,0.0,2.5,19.2,245.17,-2.8,35.0,6.25,0.007,1.92,3.03,92.67,-2.6,34.0,6.25,0.007,1.82,4.45,56.91,-10.64,24.25,6.25,6.273,2.5,17.08,32.94,-6.64,31.0,0.0,0.0,1.82,4.75,-1
2.4400000000000013,208.03735038106126,-5.994976718999708,25.91,0,0.0,2.73,6.87,468.53,-10.68,24.75,0.0,0.0,2.5,16.98,232.08,-6.36,25.0,0.0,0.0,2.5,16.88,217.73,-10.69,24.5,-6.25,0.0,2.5,19.2,246.57,-2.79,35.25,0.0,0.0,1.92,3.03,94.03,-2.59,34.25,0.0,0.0,1.82,4.45,57.88,-10.65,24.5,-6.25,0.0,2.5,17.08,34.17,-6.64,31.0,0.0,0.0,1.82,4.75,-1
2.4800000000000013,209.07375038106125,-5.994976718999708,25.91,0,0.0,2.73,6.87,469.52,-10.68,24.75,0.0,0.0,2.5,16.98,233.08,-6.36,25.0,0.0,0.0,2.5,16.88,218.71,-10.69,24.25,0.0,0.0,2.5,19.2,247.98,-2.79,35.25,-6.25,0.0,1.92,3.03,95.41,-2.59,34.25,0.0,0.0,1.82,4.45,58.86,-10.65,24.25,-6.25,0.0,2.5,17.08,35.41,-6.64,31.0,-6.25,0.0,1.82,4.75,-1
2.5200000000000014,210.11015038106123,-5.994976718999708,25.91,0,0.0,2.73,6.87,470.51,-10.68,24.75,0.0,0.0,2.5,16.98,234.08,-6.36,25.0,-12.5,0.0,2.5,16.88,219.68,-10.69,24.25,6.25,0.0,2.5,19.2,249.39,-2.79,35.0,6.25,0.0,1.92,3.03,96.77,-2.59,34.25,0.0,0.0,1.82,4.45,59.83,-10.65,24.0,6.25,0.0,2.5,17.08,36.66,-6.64,30.75,6.25,0.0,1.82,4.75,-1
2.5600000000000014,211.14655038106122,-5.994976718999708,25.91,0,0.0,2.73,6.87,471.5,-10.68,24.75,0.0,0.0,2.5,16.98,235.08,-6.36,24.5,12.5,0.0,2.5,16.88,220.65,-10.69,24.5,-6.25,0.0,2.5,19.2,250.79,-2.79,35.25,6.25,0.0,1.92,3.03,98.14,-2.59,34.25,-6.25,0.007,1.82,4.45,60.79,-10.65,24.25,6.25,0.0,2.5,17.08,37.88,-6.64,31.0,0.0,0.008,1.82,4.75,-1
2.6000000000000014,212.1829503810612,-5.994976718999708,25.91,0,0.0,2.73,6.87,472.49,-10.68,24.75,0.0,0.0,2.5,16.98,236.06,-6.36,25.0,0.0,0.0,2.5,16.88,221.63,-10.69,24.25,6.25,0.01,2.5,19.2,252.2,-2.79,35.5,-6.25,0.0,1.92,3.03,99.52,-2.58,34.0,6.25,0.0,1.82,4.45,61.76,-10.65,24.5,-6.25,0.0,2.5,17.08,39.12,-6.63,31.0,-6.25,0.0,1.82,4.75,-1
2.6400000000000015,213.2193503810612,-5.994976718999708,25.91,0,0.0,2.73,6.87,473.48,-10.68,24.75,0.0,0.0,2.5,16.98,237.06,-6.36,25.0,-6.25,0.0,2.5,16.88,222.6,-10.68,24.5,0.0,0.0,2.5,19.2,253.62,-2.79,35.25,0.0,0.0,1.92,3.03,100.88,-2.58,34.25,-6.25,0.0,1.82,4.45,62.74,-10.65,24.25,-12.5,0.0,2.5,17.08,40.37,-6.63,30.75,-12.5,0.0,1.82,4.75,-1
2.6800000000000015,214.25575038106118,-5.994976718999708,25.91,0,0.0,2.73,6.87,474.47,-10.68,24.75,0.0,0.0,2.5,16.98,238.06,-6.36,24.75,0.0,6.273,2.5,16.88,223.58,-10.68,24.5,0.0,0.0,2.5,19.2,255.03,-2.79,35.25,0.0,0.0,1.92,3.03,102.24,-2.58,34.0,-6.25,0.0,1.82,4.45,63.71,-10.65,23.75,12.5,0.0,2.5,17.08,41.59,-6.63,30.25,0.0,0.0,1.82,4.75,-1
2.7200000000000015,215.29215038106116,-5.994976718999708,25.91,0,0.0,2.73,6.87,475.46,-10.68,24.75,0.0,0.0,2.5,16.98,239.05,-6.37,24.75,0.0,0.0,2.5,16.88,224.56,-10.68,24.5,0.0,0.0,2.5,19.2,256.44,-2.79,35.25,0.0,0.0,1.92,3.03,103.6,-2.58,33.75,12.5,0.007,1.82,4.45,64.66,-10.65,24.25,6.25,0.0,2.5,17.08,42.8,-6.63,30.25,6.25,0.0,1.82,4.75,-1
2.7600000000000016,216.32855038106115,-5.994976718999708,25.91,0,0.0,2.73,6.87,476.45,-10.68,24.75,0.0,0.0,2.5,16.98,240.04,-6.37,24.75,-6.25,0.0,2.5,16.88,225.54,-10.68,24.5,-12.5,0.0,2.5,19.2,257.85,-2.79,35.25,-6.25,0.0,1.92,3.03,104.95,-2.57,34.25,-6.25,0.0,1.82,4.45,65.63,-10.65,24.5,-6.25,0.0,2.5,17.08,44.02,-6.63,30.5,0.0,0.0,1.82,4.75,-1
2.8000000000000016,217.36495038106113,-5.994976718999708,25.91,0,0.0,2.73,6.87,477.44,-10.68,24.75,0.0,0.0,2.5,16.98,241.03,-6.37,24.5,6.25,0.0,2.5,16.88,226.52,-10.68,24.0,6.25,0.0,2.5,19.2,259.26,-2.79,35.0,0.0,0.0,1.92,3.03,106.32,-2.57,34.0,-6.25,0.0,1.82,4.45,66.61,-10.65,24.25,-6.25,0.0,2.5,17.08,45.23,-6.63,30.5,-6.25,0.0,1.82,4.75,-1
2.8400000000000016,218.40135038106112,-5.994976718999708,25.91,0,0.0,2.73,6.87,478.43,-10.68,24.75,0.0,0.0,2.5,16.98,242.01,-6.37,24.75,0.0,6.273,2.5,16.88,227.48,-10.68,24.25,0.0,0.0,2.5,19.2,260.66,-2.79,35.0,0.0,0.0,1.92,3.03,107.68,-2.57,33.75,0.0,0.0,1.82,4.45,67.58,-10.65,24.0,6.25,0.0,2.5,17.08,46.45,-6.63,30.25,6.25,0.008,1.82,4.75,-1
2.8800000000000017,219.4377503810611,-5.994976718999708,25.91,0,0.0,2.73,6.87,479.42,-10.68,24.75,0.0,0.0,2.5,16.98,243.0,-6.38,24.75,6.25,0.0,2.5,16.88,228.45,-10.68,24.25,6.25,0.0,2.5,19.2,262.06,-2.79,35.0,0.0,0.0,1.92,3.03,109.03,-2.57,33.75,6.25,0.0,1.82,4.45,68.54,-10.65,24.25,0.0,0.0,2.5,17.08,47.66,-6.62,30.5,-6.25,0.0,1.82,4.75,-1
2.9200000000000017,220.4741503810611,-5.994976718999708,25.91,0,0.0,2.73,6.87,480.41,-10.68,24.75,0.0,0.0,2.5,16.98,243.99,-6.38,25.0,-6.25,0.0,2.5,16.88,229.42,-10.68,24.5,0.0,0.0,2.5,19.2,263.46,-2.79,35.0,0.0,0.0,1.92,3.03,110.38,-2.57,34.0,-6.25,0.0,1.82,4.45,69.51,-10.65,24.25,0.0,0.0,2.5,17.08,48.88,-6.62,30.25,12.5,0.0,1.82,4.75,-1
2.9600000000000017,221.51055038106108,-5.994976718999708,25.91,0,0.0,2.73,6.87,481.4,-10.68,24.75,0.0,0.0,2.5,16.98,244.99,-6.38,24.75,0.0,6.273,2.5,16.88,230.4,-10.68,24.5,0.0,0.0,2.5,19.2,264.87,-2.79,35.0,0.0,0.0,1.92,3.03,111.74,-2.57,33.75,6.25,0.007,1.82,4.45,70.48,-10.65,24.25,0.0,0.0,2.5,17.08,50.09,-6.62,30.75,-6.25,0.0,1.82,4.75,-1
3.0000000000000018,222.54695038106107,-5.994976718999708,25.91,0,0.0,2.73,6.87,482.39,-10.68,24.75,0.0,0.0,2.5,16.98,245.98,-6.39,24.75,6.25,0.0,2.5,16.88,231.38,-10.68,24.5,0.0,0.0,2.5,19.2,266.26,-2.79,35.0,6.25,6.276,1.92,3.03,113.09,-2.56,34.0,6.25,0.0,1.82,4.45,71.45,-10.65,24.25,6.25,0.0,2.5,17.08,51.33,-6.62,30.5,0.0,0.0,1.82,4.75,-1
3.040000000000002,223.58335038106105,-5.994976718999708,25.91,0,0.0,2.73,6.87,483.38,-10.68,24.75,0.0,0.0,2.5,16.98,246.97,-6.39,25.0,-6.25,0.0,2.5,16.88,232.36,-10.68,24.5,-6.25,0.0,2.5,19.2,267.66,-2.8,35.25,-6.25,0.0,1.92,3.03,114.45,-2.56,34.25,-12.5,0.0,1.82,4.45,72.42,-10.65,24.5,-6.25,0.0,2.5,17.08,52.55,-6.62,30.5,0.0,0.0,1.82,4.75,-1
3.080000000000002,224.61975038106104,-5.994976718999708,25.91,0,0.0,2.73,6.87,484.37,-10.68,24.75,0.0,0.0,2.5,16.98,247.97,-6.39,24.75,0.0,6.273,2.5,16.88,233.34,-10.68,24.25,0.0,0.0,2.5,19.2,269.07,-2.8,35.0,6.25,0.0,1.92,3.03,115.82,-2.56,33.75,12.5,0.0,1.82,4.45,73.4,-10.65,24.25,0.0,0.0,2.5,17.08,53.77,-6.62,30.5,0.0,0.008,1.82,4.75,-1
3.120000000000002,225.65615038106102,-5.994976718999708,25.91,0,0.0,2.73,6.87,485.36,-10.68,24.75,0.0,0.0,2.5,16.98,248.96,-6.4,24.75,0.0,0.0,2.5,16.88,234.31,-10.68,24.25,0.0,0.0,2.5,19.2,270.47,-2.8,35.25,0.0,0.0,1.92,3.03,117.17,-2.56,34.25,0.0,0.0,1.82,4.45,74.37,-10.65,24.25,6.25,0.0,2.5,17.08,54.98,-6.61,30.5,12.5,0.0,1.82,4.75,-1
3.160000000000002,226.692550381061,-5.994976718999708,25.91,0,0.0,2.73,6.87,486.35,-10.68,24.75,0.0,0.0,2.5,16.98,249.95,-6.4,24.75,0.0,0.0,2.5,16.88,235.28,-10.68,24.25,6.25,0.01,2.5,19.2,271.88,-2.8,35.25,0.0,6.276,1.92,3.03,118.54,-2.56,34.25,-12.5,0.0,1.82,4.45,75.34,-10.65,24.5,0.0,0.0,2.5,17.08,56.2,-6.61,31.0,-12.5,0.0,1.82,4.75,-1
3.200000000000002,227.728950381061,-5.994976718999708,25.91,0,0.0,2.73,6.87,487.34,-10.68,24.75,0.0,0.0,2.5,16.98,250.94,-6.4,24.75,6.25,6.273,2.5,16.88,236.25,-10.67,24.5,-6.25,0.0,2.5,19.2,273.29,-2.81,35.25,0.0,0.0,1.92,3.03,119.91,-2.56,33.75,6.25,0.0,1.82,4.45,76.32,-10.65,24.5,-12.5,0.0,2.5,17.08,57.45,-6.61,30.5,-12.5,0.0,1.82,4.75,-1
3.240000000000002,228.76535038106098,-5.994976718999708,25.91,0,0.0,2.73,6.87,488.33,-10.68,24.75,0.0,0.0,2.5,16.98,251.93,-6.41,25.0,6.25,0.0,2.5,16.88,237.23,-10.67,24.25,6.25,0.0,2.5,19.2,274.7,-2.81,35.25,0.0,0.0,1.92,3.03,121.27,-2.56,34.0,0.0,0.0,1.82,4.45,77.3,-10.65,24.0,6.25,0.01,2.5,17.08,58.66,-6.61,30.0,12.5,0.0,1.82,4.75,-1
3.280000000000002,229.80175038106097,-5.994976718999708,25.91,0,0.0,2.73,6.87,489.32,-10.68,24.75,0.0,0.0,2.5,16.98,252.93,-6.41,25.25,-18.75,0.0,2.5,16.88,238.2,-10.67,24.5,-12.5,0.0,2.5,19.2,276.12,-2.81,35.25,0.0,6.276,1.92,3.03,122.62,-2.56,34.0,0.0,0.0,1.82,4.45,78.26,-10.64,24.25,0.0,0.0,2.5,17.08,59.87,-6.61,30.5,0.0,0.0,1.82,4.75,-1
3.320000000000002,230.83815038106096,-5.994976718999708,25.91,0,0.0,2.73,6.87,490.31,-10.68,24.75,0.0,0.0,2.5,16.98,253.94,-6.41,24.5,12.5,0.0,2.5,16.88,239.18,-10.67,24.0,0.0,0.0,2.5,19.2,277.52,-2.82,35.25,0.0,0.0,1.92,3.03,123.98,-2.56,34.0,0.0,0.0,1.82,4.45,79.23,-10.64,24.25,0.0,0.0,2.5,17.08,61.09,-6.61,30.5,18.75,0.0,1.82,4.75,-1
3.360000000000002,231.87455038106094,-5.994976718999708,25.31,-15.0,0.0,2.73,6.87,491.3,-10.68,24.75,0.0,0.0,2.5,16.98,254.92,-6.41,25.0,6.25,6.273,2.5,16.88,240.14,-10.67,24.0,0.0,0.0,2.5,19.2,278.94,-2.82,35.25,0.0,6.276,1.92,3.03,125.34,-2.56,34.0,0.0,0.007,1.82,4.45,80.2,-10.64,24.25,0.0,0.0,2.5,17.08,62.3,-6.61,31.25,-12.5,0.008,1.82,4.75,-1
3.400000000000002,232.88695038106096,-5.994976718999708,25.31,0,0.0,2.73,6.87,492.29,-10.68,24.75,0.0,0.0,2.5,16.98,255.92,-6.42,25.25,0.0,0.0,2.5,16.88,241.1,-10.67,24.0,6.25,0.0,2.5,19.2,280.34,-2.83,35.25,0.0,6.276,1.92,3.03,126.7,-2.55,34.0,0.0,0.0,1.82,4.45,81.17,-10.64,24.25,-6.25,0.0,2.5,17.08,63.55,-6.6,30.75,-6.25,0.0,1.82,4.75,-1
3.440000000000002,233.89935038106097,-5.994976718999708,25.31,0,0.0,2.73,6.87,493.28,-10.68,24.75,0.0,0.0,2.5,16.98,256.93,-6.42,25.25,-12.5,0.0,2.5,16.88,242.06,-10.67,24.25,0.0,0.0,2.5,19.2,281.75,-2.84,35.25,0.0,0.0,1.92,3.03,128.06,-2.55,34.0,6.25,0.0,1.82,4.45,82.14,-10.64,24.0,0.0,0.0,2.5,17.08,64.78,-6.6,30.5,6.25,0.0,1.82,4.75,-1
3.480000000000002,234.91175038106098,-5.994976718999708,25.31,0,0.0,2.73,6.87,494.27,-10.68,24.75,0.0,0.0,2.5,16.98,257.94,-6.42,24.75,0.0,0.0,2.5,16.88,243.03,-10.67,24.25,0.0,0.0,2.5,19.2,283.16,-2.84,35.25,6.25,6.276,1.92,3.03,129.43,-2.55,34.25,-6.25,0.0,1.82,4.45,83.1,-10.64,24.0,0.0,0.01,2.5,17.08,66.0,-6.6,30.75,-12.5,0.0,1.82,4.75,-1
3.5200000000000022,235.924150381061,-5.994976718999708,25.31,0,0.0,2.73,6.87,495.26,-10.68,24.75,0.0,0.0,2.5,16.98,258.93,-6.42,24.75,0.0,6.273,2.5,16.88,244.0,-10.67,24.25,6.25,0.0,2.5,19.2,284.57,-2.85,35.5,0.0,6.276,1.92,3.03,130.79,-2.55,34.0,0.0,0.0,1.82,4.45,84.06,-10.63,24.0,12.5,0.0,2.5,17.08,67.23,-6.6,30.25,12.5,0.0,1.82,4.75,-1
3.5600000000000023,236.936550381061,-5.994976718999708,25.31,0,0.0,2.73,6.87,496.25,-10.68,24.75,0.0,0.0,2.5,16.98,259.92,-6.43,24.75,6.25,0.0,2.5,16.88,244.97,-10.67,24.5,0.0,0.0,2.5,19.2,286.0,-2.86,35.5,0.0,0.0,1.92,3.03,132.16,-2.55,34.0,0.0,0.0,1.82,4.45,85.02,-10.63,24.5,-6.25,0.0,2.5,17.08,68.44,-6.6,30.75,0.0,0.0,1.82,4.75,-1
3.6000000000000023,237.94895038106102,-5.994976718999708,25.31,0,0.0,2.73,6.87,497.24,-10.68,24.75,0.0,0.0,2.5,16.98,260.91,-6.43,25.0,0.0,0.0,2.5,16.88,245.95,-10.67,24.5,0.0,0.0,2.5,19.2,287.41,-2.86,35.5,0.0,6.276,1.92,3.03,133.51,-2.55,34.0,0.0,0.0,1.82,4.45,86.0,-10.63,24.25,6.25,0.0,2.5,17.08,69.67,-6.6,30.75,0.0,0.008,1.82,4.75,-1
3.6400000000000023,238.96135038106104,-5.994976718999708,25.31,0,0.0,2.73,6.87,498.23,-10.68,24.75,0.0,0.0,2.5,16.98,261.91,-6.43,25.0,0.0,6.273,2.5,16.88,246.93,-10.67,24.5,0.0,0.0,2.5,19.2,288.83,-2.87,35.5,0.0,6.276,1.92,3.03,134.88,-2.55,34.0,0.0,0.0,1.82,4.45,86.97,-10.63,24.5,0.0,0.0,2.5,17.08,70.91,-6.59,30.75,0.0,0.0,1.82,4.75,-1
3.6800000000000024,239.97375038106105,-5.994976718999708,25.31,0,0.0,2.73,6.87,499.22,-10.68,24.75,0.0,0.0,2.5,16.98,262.91,-6.44,25.0,0.0,0.0,2.5,16.88,247.91,-10.67,24.5,0.0,0.0,2.5,19.2,290.25,-2.88,35.5,-6.25,6.276,1.92,3.03,136.23,-2.55,34.0,-6.25,0.0,1.82,4.45,87.95,-10.63,24.5,0.0,0.01,2.5,17.08,72.14,-6.59,30.75,-12.5,0.0,1.82,4.75,-1
3.7200000000000024,240.98615038106107,-5.994976718999708,25.31,0,0.0,2.73,6.87,500.21,-10.68,24.75,0.0,0.0,2.5,16.98,263.91,-6.44,25.0,0.0,0.0,2.5,16.88,248.89,-10.67,24.5,0.0,0.0,2.5,19.2,291.68,-2.89,35.25,0.0,0.0,1.92,3.03,137.59,-2.55,33.75,6.25,0.0,1.82,4.45,88.93,-10.62,24.5,-6.25,0.0,2.5,17.08,73.36,-6.59,30.25,6.25,0.0,1.82,4.75,-1
3.7600000000000025,241.99855038106108,-5.994976718999708,25.31,0,0.0,2.73,6.87,501.2,-10.68,24.75,0.0,0.0,2.5,16.98,264.91,-6.44,25.0,6.25,0.0,2.5,16.88,249.87,-10.67,24.5,0.0,0.0,2.5,19.2,293.08,-2.89,35.25,0.0,6.276,1.92,3.03,138.94,-2.55,34.0,0.0,0.0,1.82,4.45,89.91,-10.62,24.25,0.0,0.0,2.5,17.08,74.58,-6.59,30.5,6.25,0.0,1.82,4.75,-1
3.8000000000000025,243.0109503810611,-5.994976718999708,25.31,0,0.0,2.73,6.87,502.19,-10.68,24.75,0.0,0.0,2.5,16.98,265.91,-6.44,25.25,0.0,6.273,2.5,16.88,250.85,-10.67,24.5,-6.25,0.0,2.5,19.2,294.5,-2.9,35.25,0.0,6.276,1.92,3.03,140.31,-2.55,34.0,0.0,0.0,1.82,4.45,90.88,-10.62,24.25,6.25,0.0,2.5,17.08,75.8,-6.59,30.75,-6.25,0.008,1.82,4.75,-1
3.8400000000000025,244.0233503810611,-5.994976718999708,25.31,0,0.0,2.73,6.87,503.18,-10.68,24.75,0.0,0.0,2.5,16.98,266.92,-6.45,25.25,-18.75,0.0,2.5,16.88,251.83,-10.67,24.25,0.0,0.0,2.5,19.2,295.9,-2.91,35.25,0.0,6.276,1.92,3.03,141.66,-2.55,34.0,0.0,0.0,1.82,4.45,91.85,-10.62,24.5,-6.25,0.01,2.5,17.08,77.03,-6.58,30.5,6.25,0.0,1.82,4.75,-1
3.8800000000000026,245.03575038106112,-5.994976718999708,25.31,0,0.0,2.73,6.87,504.17,-10.68,24.75,0.0,0.0,2.5,16.98,267.93,-6.45,24.5,0.0,0.0,2.5,16.88,252.8,-10.67,24.25,-6.25,0.0,2.5,19.2,297.31,-2.92,35.25,0.0,6.276,1.92,3.03,143.03,-2.55,34.0,-6.25,0.0,1.82,4.45,92.83,-10.61,24.25,6.25,0.0,2.5,17.08,78.25,-6.58,30.75,0.0,0.0,1.82,4.75,-1
3.9200000000000026,246.04815038106113,-5.994976718999708,25.31,0,0.0,2.73,6.87,505.16,-10.68,24.75,0.0,0.0,2.5,16.98,268.91,-6.45,24.5,6.25,6.273,2.5,16.88,253.77,-10.67,24.0,12.5,0.01,2.5,19.2,298.72,-2.93,35.25,0.0,6.276,1.92,3.03,144.38,-2.55,33.75,12.5,0.0,1.82,4.45,93.8,-10.61,24.5,0.0,0.0,2.5,17.08,79.47,-6.58,30.75,0.0,0.0,1.82,4.75,-1
3.9600000000000026,247.06055038106115,-5.994976718999708,25.31,0,0.0,2.73,6.87,506.15,-10.68,24.75,0.0,0.0,2.5,16.98,269.89,-6.46,24.75,-12.5,0.0,2.5,16.88,254.73,-10.66,24.5,-6.25,0.0,2.5,19.2,300.13,-2.94,35.25,0.0,6.276,1.92,3.03,145.73,-2.55,34.25,-6.25,0.0,1.82,4.45,94.78,-10.61,24.5,-6.25,0.0,2.5,17.08,80.7,-6.58,30.75,-12.5,0.0,1.82,4.75,-1
4.000000000000003,248.07295038106116,-5.994976718999708,25.31,0,0.0,2.73,6.87,507.14,-10.68,24.75,0.0,0.0,2.5,16.98,270.88,-6.46,24.25,6.25,0.0,2.5,16.88,255.71,-10.66,24.25,6.25,0.0,2.5,19.2,301.54,-2.95,35.25,0.0,6.276,1.92,3.03,147.1,-2.55,34.0,0.0,0.007,1.82,4.45,95.76,-10.61,24.25,0.0,0.01,2.5,17.08,81.94,-6.58,30.25,12.5,0.0,1.82,4.75,-1
4.040000000000003,249.08535038106118,-5.994976718999708,25.31,0,0.0,2.73,6.87,508.13,-10.68,24.75,0.0,0.0,2.5,16.98,271.85,-6.46,24.5,18.75,6.273,2.5,16.88,256.68,-10.66,24.5,0.0,0.0,2.5,19.2,302.95,-2.96,35.25,6.25,6.269,1.92,3.03,148.47,-2.54,34.0,0.0,0.0,1.82,4.45,96.73,-10.6,24.25,0.0,0.0,2.5,17.08,83.14,-6.58,30.75,-12.5,0.008,1.82,4.75,-1
4.080000000000003,250.0977503810612,-5.994976718999708,25.31,0,0.0,2.73,6.87,509.12,-10.68,24.75,0.0,0.0,2.5,16.98,272.83,-6.47,25.25,-6.25,0.0,2.5,16.88,257.66,-10.66,24.5,6.25,0.0,2.5,19.2,304.37,-2.98,35.5,-6.25,6.276,1.92,3.03,149.82,-2.54,34.0,0.0,0.0,1.82,4.45,97.7,-10.6,24.25,0.0,0.0,2.5,17.08,84.38,-6.57,30.25,6.25,0.0,1.82,4.75,-1
4.120000000000003,251.1101503810612,-5.994976718999708,25.31,0,0.0,2.73,6.87,510.11,-10.68,24.75,0.0,0.0,2.5,16.98,273.84,-6.47,25.0,6.25,0.0,2.5,16.88,258.64,-10.66,24.75,-12.5,0.0,2.5,19.2,305.78,-2.99,35.25,0.0,6.276,1.92,3.03,151.19,-2.54,34.0,0.0,0.0,1.82,4.45,98.67,-10.6,24.25,0.0,0.0,2.5,17.08,85.58,-6.57,30.5,0.0,0.0,1.82,4.75,-1
4.160000000000003,252.12255038106122,-5.994976718999708,25.31,0,0.0,2.73,6.87,511.1,-10.68,24.75,0.0,0.0,2.5,16.98,274.84,-6.47,25.25,-6.25,6.273,2.5,16.88,259.63,-10.66,24.25,0.0,0.0,2.5,19.2,307.19,-3.0,35.25,6.25,6.276,1.92,3.03,152.54,-2.54,34.0,0.0,0.0,1.82,4.45,99.64,-10.6,24.25,-6.25,0.01,2.5,17.08,86.81,-6.57,30.5,-6.25,0.0,1.82,4.75,-1
4.200000000000003,253.13495038106123,-5.994976718999708,25.31,0,0.0,2.73,6.87,512.09,-10.68,24.75,0.0,0.0,2.5,16.98,275.85,-6.48,25.0,0.0,0.0,2.5,16.88,260.6,-10.66,24.25,0.0,0.0,2.5,19.2,308.6,-3.01,35.5,-6.25,6.276,1.92,3.03,153.91,-2.54,34.0,0.0,0.0,1.82,4.45,100.61,-10.59,24.0,6.25,0.0,2.5,17.08,88.03,-6.57,30.25,0.0,0.008,1.82,4.75,-1
