,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,end
2.4000000000000012,312.3937991442508,3.0931171352649427,43.69799023740111,0,3.141592653589793,1.92,5.05,170.26,6.88,35.0,6.25,3.149,1.92,4.45,205.81,10.51,34.0,0.0,3.142,1.82,4.35,309.65,6.73,23.5,0.0,3.142,2.5,16.98,293.71,2.96,40.0,-6.25,3.135,1.92,4.55,364.72,3.1,39.25,-12.5,3.142,1.92,4.55,389.07,6.72,31.5,0.0,3.15,1.92,4.35,-1
2.4400000000000013,310.6458795347548,3.0931171352649427,43.69799023740111,0,3.141592653589793,1.92,5.05,168.86,6.87,35.25,0.0,3.142,1.92,4.45,204.45,10.51,34.0,0.0,3.142,1.82,4.35,308.71,6.73,23.5,6.25,3.142,2.5,16.98,292.11,2.97,39.75,6.25,3.142,1.92,4.55,363.15,3.1,38.75,6.25,3.142,1.92,4.55,387.81,6.71,31.5,0.0,3.142,1.92,4.35,-1
2.4800000000000013,308.89795992525876,3.0931171352649427,43.69799023740111,0,3.141592653589793,1.92,5.05,167.45,6.87,35.25,0.0,3.149,1.92,4.45,203.09,10.51,34.0,6.25,3.142,1.82,4.35,307.77,6.73,23.75,-6.25,3.142,2.5,16.98,290.52,2.97,40.0,-6.25,3.135,1.92,4.55,361.6,3.1,39.0,0.0,3.135,1.92,4.55,386.56,6.71,31.5,0.0,3.15,1.92,4.35,-1
2.5200000000000014,307.15004031576274,3.0931171352649427,43.69799023740111,0,3.141592653589793,1.92,5.05,166.04,6.86,35.25,6.25,3.142,1.92,4.45,201.73,10.51,34.25,-6.25,3.142,1.82,4.35,306.82,6.73,23.5,0.0,3.152,2.5,16.98,288.92,2.98,39.75,6.25,3.135,1.92,4.55,360.04,3.11,39.0,-6.25,3.142,1.92,4.55,385.3,6.7,31.5,-6.25,3.142,1.92,4.35,-1
2.5600000000000014,305.4021207062667,3.0931171352649427,43.097990237401106,-15.0,3.141592653589793,1.92,5.05,164.63,6.86,35.5,0.0,3.149,1.92,4.45,200.36,10.51,34.0,0.0,3.142,1.82,4.35,305.88,6.72,23.5,6.25,3.142,2.5,16.98,287.33,2.99,40.0,-6.25,3.135,1.92,4.55,358.48,3.11,38.75,-6.25,3.142,1.92,4.55,384.04,6.7,31.25,0.0,3.15,1.92,4.35,-1
2.6000000000000014,303.6782010967707,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,163.22,6.85,35.5,-12.5,3.149,1.92,4.45,199.0,10.51,34.0,0.0,3.142,1.82,4.35,304.94,6.72,23.75,-6.25,3.142,2.5,16.98,285.73,3.0,39.75,6.25,3.142,1.92,4.55,356.94,3.11,38.5,0.0,3.135,1.92,4.55,382.79,6.69,31.25,6.25,3.142,1.92,4.35,-1
2.6400000000000015,301.95428148727467,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,161.79,6.84,35.0,12.5,3.142,1.92,4.45,197.64,10.51,34.0,0.0,3.142,1.82,4.35,303.99,6.72,23.5,6.25,3.142,2.5,16.98,284.14,3.0,40.0,6.25,3.135,1.92,4.55,355.39,3.12,38.5,6.25,3.142,1.92,4.55,381.54,6.69,31.5,6.25,3.15,1.92,4.35,-1
2.6800000000000015,300.23036187777865,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,160.39,6.84,35.5,-6.25,3.149,1.92,4.45,196.28,10.51,34.0,6.25,3.142,1.82,4.35,303.05,6.72,23.75,-6.25,3.152,2.5,16.98,282.54,3.01,40.25,-6.25,3.135,1.92,4.55,353.85,3.12,38.75,0.0,3.142,1.92,4.55,380.28,6.68,31.75,-6.25,3.142,1.92,4.35,-1
2.7200000000000015,298.5064422682826,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,158.97,6.83,35.25,6.25,3.142,1.92,4.45,194.92,10.51,34.25,-6.25,3.142,1.82,4.35,302.1,6.71,23.5,0.0,3.142,2.5,16.98,280.94,3.02,40.0,0.0,3.135,1.92,4.55,352.3,3.12,38.75,-6.25,3.142,1.92,4.55,379.0,6.68,31.5,6.25,3.15,1.92,4.35,-1
2.7600000000000016,296.7825226587866,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,157.56,6.83,35.5,-6.25,3.149,1.92,4.45,193.55,10.51,34.0,-6.25,3.142,1.82,4.35,301.16,6.71,23.5,6.25,3.142,2.5,16.98,279.33,3.03,40.0,6.25,3.142,1.92,4.55,350.75,3.12,38.5,6.25,3.135,1.92,4.55,377.75,6.67,31.75,0.0,3.142,1.92,4.35,-1
2.8000000000000016,295.0586030492906,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,156.14,6.82,35.25,6.25,3.142,1.92,4.45,192.19,10.51,33.75,6.25,3.149,1.82,4.35,300.22,6.71,23.75,0.0,3.142,2.5,16.98,277.73,3.03,40.25,-6.25,3.135,1.92,4.55,349.21,3.13,38.75,-6.25,3.142,1.92,4.55,376.48,6.67,31.75,-12.5,3.149,1.92,4.35,-1
2.8400000000000016,293.33468343979456,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,154.73,6.82,35.5,-6.25,3.149,1.92,4.45,190.84,10.5,34.0,-6.25,3.142,1.82,4.35,299.27,6.71,23.75,-6.25,3.152,2.5,16.98,276.12,3.04,40.0,0.0,3.135,1.92,4.55,347.66,3.13,38.5,6.25,3.142,1.92,4.55,375.2,6.66,31.25,12.5,3.15,1.92,4.35,-1
2.8800000000000017,291.61076383029854,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,153.31,6.81,35.25,6.25,3.149,1.92,4.45,189.48,10.5,33.75,6.25,3.142,1.82,4.35,298.32,6.7,23.5,0.0,3.142,2.5,16.98,274.52,3.05,40.0,0.0,3.142,1.92,4.55,346.12,3.13,38.75,-12.5,3.135,1.92,4.55,373.95,6.65,31.75,-12.5,3.149,1.92,4.35,-1
2.9200000000000017,289.8868442208025,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,151.91,6.8,35.5,0.0,3.149,1.92,4.45,188.12,10.5,34.0,0.0,3.142,1.82,4.35,297.38,6.7,23.5,6.25,3.142,2.5,16.98,272.92,3.05,40.0,0.0,3.135,1.92,4.55,344.57,3.14,38.25,6.25,3.142,1.92,4.55,372.69,6.64,31.25,6.25,3.142,1.92,4.35,-1
2.9600000000000017,288.1629246113065,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,150.48,6.79,35.5,0.0,3.142,1.92,4.45,186.77,10.5,34.0,-6.25,3.142,1.82,4.35,296.44,6.7,23.75,0.0,3.152,2.5,16.98,271.32,3.06,40.0,0.0,3.135,1.92,4.55,343.04,3.14,38.5,0.0,3.142,1.92,4.55,371.44,6.64,31.5,6.25,3.15,1.92,4.35,-1
3.0000000000000018,286.4390050018105,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,149.06,6.79,35.5,-6.25,3.149,1.92,4.45,185.41,10.5,33.75,12.5,3.142,1.82,4.35,295.49,6.69,23.75,-6.25,3.142,2.5,16.98,269.72,3.07,40.0,0.0,3.135,1.92,4.55,341.5,3.14,38.5,-6.25,3.142,1.92,4.55,370.18,6.63,31.75,-6.25,3.149,1.92,4.35,-1
3.040000000000002,284.71508539231445,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,147.64,6.78,35.25,6.25,3.149,1.92,4.45,184.06,10.5,34.25,-12.5,3.142,1.82,4.35,294.54,6.69,23.5,6.25,3.142,2.5,16.98,268.12,3.08,40.0,0.0,3.142,1.92,4.55,339.96,3.14,38.25,-6.25,3.135,1.92,4.55,368.91,6.62,31.5,0.0,3.157,1.92,4.35,-1
3.080000000000002,282.9911657828184,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,146.23,6.77,35.5,-6.25,3.149,1.92,4.45,182.69,10.5,33.75,12.5,3.142,1.82,4.35,293.6,6.69,23.75,0.0,3.142,2.5,16.98,266.52,3.08,40.0,0.0,3.135,1.92,4.55,338.44,3.15,38.0,12.5,3.142,1.92,4.55,367.65,6.6,31.5,6.25,3.15,1.92,4.35,-1
3.120000000000002,281.2672461733224,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,144.81,6.76,35.25,0.0,3.149,1.92,4.45,181.34,10.5,34.25,-12.5,3.142,1.82,4.35,292.65,6.69,23.75,-12.5,3.142,2.5,16.98,264.92,3.09,40.0,0.0,3.135,1.92,4.55,336.91,3.15,38.5,-6.25,3.142,1.92,4.55,366.38,6.59,31.75,-6.25,3.149,1.92,4.35,-1
3.160000000000002,279.5433265638264,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,143.41,6.75,35.25,12.5,3.142,1.92,4.45,179.97,10.5,33.75,6.25,3.142,1.82,4.35,291.7,6.69,23.25,12.5,3.142,2.5,16.98,263.32,3.1,40.0,-6.25,3.142,1.92,4.55,335.38,3.15,38.25,0.0,3.135,1.92,4.55,365.12,6.58,31.5,0.0,3.15,1.92,4.35,-1
3.200000000000002,277.81940695433036,3.0931171352649427,43.097990237401106,0,3.141592653589793,1.92,5.05,142.0,6.75,35.75,-12.5,3.149,1.92,4.45,178.62,10.5,34.0,0.0,3.142,1.82,4.35,290.77,6.69,23.75,-6.25,3.142,2.5,16.98,261.72,3.1,39.75,0.0,3.135,1.92,4.55,333.84,3.16,38.25,0.0,3.142,1.92,4.55,363.86,6.57,31.5,6.25,3.157,1.92,4.35,-1
3.240000000000002,276.09548734483434,3.0931171352649427,42.497990237401105,-15.0,3.141592653589793,1.92,5.05,140.56,6.74,35.25,6.25,3.149,1.92,4.45,177.26,10.5,34.0,0.0,3.142,1.82,4.35,289.82,6.69,23.5,-6.25,3.152,2.5,16.98,260.13,3.11,39.75,0.0,3.142,1.92,4.55,332.31,3.16,38.25,-6.25,3.142,1.92,4.55,362.6,6.55,31.75,0.0,3.149,1.92,4.35,-1
3.280000000000002,274.3955677353383,3.0931171352649427,42.497990237401105,0,3.141592653589793,1.92,5.05,139.16,6.73,35.5,0.0,3.149,1.92,4.45,175.9,10.5,34.0,6.25,3.142,1.82,4.35,288.88,6.68,23.25,12.5,3.142,2.5,16.98,258.54,3.11,39.75,-6.25,3.135,1.92,4.55,330.78,3.16,38.0,6.25,3.142,1.92,4.55,361.32,6.54,31.75,0.0,3.157,1.92,4.35,-1
3.320000000000002,272.6956481258423,3.0931171352649427,42.497990237401105,0,3.141592653589793,1.92,5.05,137.73,6.72,35.5,0.0,3.149,1.92,4.45,174.54,10.5,34.25,0.0,3.142,1.82,4.35,287.95,6.68,23.75,-6.25,3.142,2.5,16.98,256.95,3.12,39.5,6.25,3.142,1.92,4.55,329.26,3.16,38.25,0.0,3.142,1.92,4.55,360.06,6.52,31.75,0.0,3.157,1.92,4.35,-1
3.360000000000002,270.9957285163463,3.0931171352649427,41.8979902374011,-15.0,3.141592653589793,1.92,5.05,136.31,6.71,35.5,6.25,3.149,1.92,4.45,173.17,10.5,34.25,-6.25,3.142,1.82,4.35,287.0,6.68,23.5,0.0,3.142,2.5,16.98,255.38,3.12,39.75,-6.25,3.135,1.92,4.55,327.73,3.16,38.25,-6.25,3.135,1.92,4.55,358.79,6.5,31.75,-6.25,3.157,1.92,4.35,-1
3.400000000000002,269.31980890685026,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,134.89,6.7,35.75,-6.25,3.149,1.92,4.45,171.8,10.5,34.0,0.0,3.142,1.82,4.35,286.06,6.68,23.5,0.0,3.142,2.5,16.98,253.78,3.13,39.5,0.0,3.142,1.92,4.55,326.2,3.17,38.0,0.0,3.142,1.92,4.55,357.51,6.48,31.5,0.0,3.157,1.92,4.35,-1
3.440000000000002,267.64388929735424,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,133.47,6.69,35.5,0.0,3.149,1.92,4.45,170.44,10.5,34.0,0.0,3.142,1.82,4.35,285.12,6.68,23.5,0.0,3.142,2.5,16.98,252.21,3.13,39.5,6.25,3.135,1.92,4.55,324.69,3.17,38.0,-6.25,3.142,1.92,4.55,356.25,6.46,31.5,0.0,3.157,1.92,4.35,-1
3.480000000000002,265.9679696878582,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,132.04,6.68,35.5,6.25,3.149,1.92,4.45,169.08,10.5,34.0,6.25,3.142,1.82,4.35,284.18,6.68,23.5,0.0,3.142,2.5,16.98,250.62,3.14,39.75,0.0,3.142,1.92,4.55,323.16,3.17,37.75,6.25,3.142,1.92,4.55,355.0,6.44,31.5,0.25,3.157,1.92,4.35,-1
3.5200000000000022,264.2920500783622,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,130.62,6.67,35.75,-6.25,3.156,1.92,4.45,167.72,10.5,34.25,-12.5,3.142,1.82,4.35,283.24,6.68,23.5,0.0,3.142,2.5,16.98,249.03,3.14,39.75,0.0,3.135,1.92,4.55,321.65,3.17,38.0,-6.25,3.142,1.92,4.55,353.74,6.42,31.51,-0.25,3.165,1.92,4.35,-1
3.5600000000000023,262.6161304688662,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,129.19,6.65,35.5,6.25,3.149,1.92,4.45,166.34,10.5,33.75,0.0,3.149,1.82,4.35,282.3,6.68,23.5,-6.25,3.142,2.5,16.98,247.44,3.15,39.75,-6.25,3.142,1.92,4.55,320.13,3.17,37.75,6.25,3.142,1.92,4.55,352.48,6.39,31.5,6.25,3.157,1.92,4.35,-1
3.6000000000000023,260.94021085937015,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,127.77,6.64,35.75,-12.5,3.149,1.92,4.45,165.0,10.49,33.75,0.0,3.142,1.82,4.35,281.36,6.68,23.25,6.25,3.131,2.5,16.98,245.86,3.15,39.5,6.25,3.135,1.92,4.55,318.62,3.17,38.0,-6.25,3.135,1.92,4.55,351.22,6.37,31.75,-12.25,3.157,1.92,4.35,-1
3.6400000000000023,259.26429124987413,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,126.34,6.63,35.25,12.5,3.149,1.92,4.45,163.65,10.49,33.75,0.0,3.142,1.82,4.35,280.43,6.69,23.5,-6.25,3.142,2.5,16.98,244.28,3.16,39.75,-6.25,3.142,1.92,4.55,317.1,3.18,37.75,0.0,3.142,1.92,4.55,349.94,6.35,31.26,12.5,3.166,1.92,4.35,-1
3.6800000000000024,257.5883716403781,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,124.93,6.62,35.75,0.0,3.156,1.92,4.45,162.3,10.49,33.75,0.0,3.142,1.82,4.35,279.49,6.69,23.25,6.25,3.142,2.5,16.98,242.69,3.16,39.5,0.0,3.135,1.92,4.55,315.59,3.18,37.75,-6.25,3.142,1.92,4.55,348.69,6.32,31.76,-6.5,3.165,1.92,4.35,-1
3.7200000000000024,255.91245203088206,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,123.5,6.6,35.75,0.0,3.149,1.92,4.45,160.95,10.49,33.75,6.25,3.142,1.82,4.35,278.56,6.69,23.5,0.0,3.142,2.5,16.98,241.11,3.17,39.5,0.0,3.142,1.92,4.55,314.08,3.18,37.5,6.25,3.142,1.92,4.55,347.43,6.29,31.5,6.5,3.157,1.92,4.35,-1
3.7600000000000025,254.23653242138602,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,122.07,6.59,35.75,0.0,3.149,1.92,4.45,159.59,10.49,34.0,-6.25,3.142,1.82,4.35,277.62,6.69,23.5,0.0,3.142,2.5,16.98,239.53,3.17,39.5,6.25,3.135,1.92,4.55,312.58,3.18,37.75,-6.25,3.142,1.92,4.55,346.17,6.27,31.76,6.25,3.165,1.92,4.35,-1
3.8000000000000025,252.56061281188997,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,120.64,6.58,35.75,6.25,3.156,1.92,4.45,158.24,10.49,33.75,6.25,3.149,1.82,4.35,276.68,6.69,23.5,0.0,3.131,2.5,16.98,237.94,3.18,39.75,-12.5,3.142,1.92,4.55,311.07,3.18,37.5,0.0,3.142,1.92,4.55,344.9,6.24,32.01,-6.25,3.165,1.92,4.35,-1
3.8400000000000025,250.88469320239392,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,119.21,6.56,36.0,-6.25,3.149,1.92,4.45,156.89,10.48,34.0,-6.25,3.142,1.82,4.35,275.74,6.7,23.5,-6.25,3.142,2.5,16.98,236.36,3.18,39.25,12.5,3.135,1.92,4.55,309.57,3.18,37.5,-6.25,3.142,1.92,4.55,343.62,6.21,31.76,6.25,3.165,1.92,4.35,-1
3.8800000000000026,249.20877359289787,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,117.77,6.55,35.75,0.0,3.156,1.92,4.45,155.53,10.48,33.75,-6.25,3.142,1.82,4.35,274.8,6.7,23.25,6.25,3.142,2.5,16.98,234.78,3.19,39.75,-6.25,3.142,1.92,4.55,308.07,3.18,37.25,6.25,3.142,1.92,4.55,342.35,6.18,32.01,-6.25,3.165,1.92,4.35,-1
3.9200000000000026,247.53285398340182,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,116.34,6.53,35.75,-6.25,3.149,1.92,4.45,154.18,10.48,33.5,6.25,3.142,1.82,4.35,273.87,6.7,23.5,0.0,3.131,2.5,16.98,233.19,3.19,39.5,6.25,3.142,1.92,4.55,306.58,3.18,37.5,0.0,3.142,1.92,4.55,341.06,6.15,31.76,0.0,3.165,1.92,4.35,-1
3.9600000000000026,245.85693437390577,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,114.91,6.52,35.5,6.25,3.156,1.92,4.45,152.84,10.48,33.75,0.0,3.149,1.82,4.35,272.93,6.71,23.5,-6.25,3.142,2.5,16.98,231.62,3.19,39.75,-12.5,3.135,1.92,4.55,305.08,3.18,37.5,0.0,3.142,1.92,4.55,339.8,6.12,31.76,-6.0,3.165,1.92,4.35,-1
4.000000000000003,244.18101476440972,3.0931171352649427,41.8979902374011,0,3.141592653589793,1.92,5.05,113.49,6.5,35.75,-6.25,3.156,1.92,4.45,151.49,10.47,33.75,6.25,3.142,1.82,4.35,271.99,6.71,23.25,6.25,3.142,2.5,16.98,230.03,3.2,39.25,6.25,3.142,1.92,4.55,303.58,3.18,37.5,0.0,3.142,1.92,4.55,338.53,6.09,31.52,6.0,3.173,1.92,4.35,-1
4.040000000000003,242.50509515491368,3.0931171352649427,41.2979902374011,-15.0,3.141592653589793,1.92,5.05,112.06,6.48,35.5,6.25,3.149,1.92,4.45,150.14,10.47,34.0,0.0,3.142,1.82,4.35,271.06,6.71,23.5,-6.25,3.142,2.5,16.98,228.46,3.2,39.5,-6.25,3.135,1.92,4.55,302.08,3.18,37.5,0.0,3.142,1.92,4.55,337.26,6.05,31.76,0.25,3.165,1.92,4.35,-1
4.080000000000003,240.85317554541763,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,110.64,6.47,35.75,0.0,3.156,1.92,4.45,148.78,10.47,34.0,0.0,3.149,1.82,4.35,270.12,6.71,23.25,6.25,3.142,2.5,16.98,226.88,3.21,39.25,0.0,3.142,1.92,4.55,300.58,3.18,37.5,0.0,3.142,1.92,4.55,336.0,6.02,31.77,-6.5,3.173,1.92,4.35,-1
4.120000000000003,239.20125593592158,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,109.21,6.45,35.75,0.0,3.156,1.92,4.45,147.42,10.46,34.0,0.0,3.142,1.82,4.35,269.19,6.71,23.5,0.0,3.142,2.5,16.98,225.31,3.21,39.25,6.25,3.142,1.92,4.55,299.08,3.18,37.5,-6.25,3.142,1.92,4.55,334.73,5.98,31.51,6.5,3.165,1.92,4.35,-1
4.160000000000003,237.54933632642553,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,107.78,6.43,35.75,6.25,3.156,1.92,4.45,146.06,10.46,34.0,-6.25,3.142,1.82,4.35,268.25,6.71,23.5,0.0,3.131,2.5,16.98,223.74,3.21,39.5,0.0,3.142,1.92,4.55,297.58,3.18,37.25,0.0,3.142,1.92,4.55,333.47,5.95,31.77,-0.25,3.173,1.92,4.35,-1
4.200000000000003,235.89741671692948,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,106.35,6.41,36.0,-6.25,3.155,1.92,4.45,144.7,10.46,33.75,6.25,3.149,1.82,4.35,267.31,6.72,23.5,-6.25,3.142,2.5,16.98,222.16,3.21,39.5,-6.25,3.135,1.92,4.55,296.09,3.18,37.25,0.0,3.142,1.92,4.55,332.19,5.91,31.76,6.5,3.165,1.92,4.35,-1
4.240000000000003,234.24549710743344,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,104.91,6.39,35.75,6.25,3.156,1.92,4.45,143.34,10.45,34.0,0.0,3.142,1.82,4.35,266.37,6.72,23.25,6.25,3.142,2.5,16.98,220.58,3.22,39.25,0.0,3.142,1.92,4.55,294.6,3.18,37.25,-6.25,3.142,1.92,4.55,330.93,5.88,32.02,-12.5,3.173,1.92,4.35,-1
4.280000000000003,232.5935774979374,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,103.48,6.37,36.0,6.25,3.155,1.92,4.45,141.99,10.45,34.0,-6.25,3.149,1.82,4.35,265.44,6.72,23.5,-6.25,3.142,2.5,16.98,219.0,3.22,39.25,-6.25,3.142,1.92,4.55,293.11,3.18,37.0,0.0,3.148,1.92,4.55,329.65,5.84,31.52,-0.25,3.173,1.92,4.35,-1
4.320000000000003,230.94165788844134,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,102.04,6.35,36.25,-6.25,3.155,1.92,4.45,140.62,10.44,33.75,0.0,3.142,1.82,4.35,264.5,6.72,23.25,6.25,3.142,2.5,16.98,217.44,3.22,39.0,18.75,3.142,1.92,4.55,291.63,3.17,37.0,18.75,3.142,1.92,4.55,328.38,5.8,31.51,12.75,3.165,1.92,4.35,-1
4.360000000000003,229.2897382789453,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,100.59,6.33,36.0,6.25,3.155,1.92,4.45,139.28,10.44,33.75,6.25,3.149,1.82,4.35,263.57,6.72,23.5,-6.25,3.142,2.5,16.98,215.88,3.22,39.75,-12.5,3.135,1.92,4.55,290.15,3.17,37.75,-12.5,3.142,1.92,4.55,327.12,5.77,32.02,0.0,3.173,1.92,4.35,-1
4.400000000000003,227.63781866944925,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,99.16,6.31,36.25,-6.25,3.155,1.92,4.45,137.93,10.43,34.0,-12.5,3.142,1.82,4.35,262.63,6.72,23.25,-6.25,3.142,2.5,16.98,214.28,3.23,39.25,12.5,3.142,1.92,4.55,288.64,3.17,37.25,0.0,3.142,1.92,4.55,325.85,5.73,32.02,-12.5,3.173,1.92,4.35,-1
4.440000000000003,225.9858990599532,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,97.7,6.29,36.0,0.0,3.155,1.92,4.45,136.56,10.43,33.5,12.5,3.149,1.82,4.35,261.7,6.72,23.0,6.25,3.142,2.5,16.98,212.72,3.23,39.75,-6.25,3.142,1.92,4.55,287.15,3.17,37.25,-6.25,3.142,1.92,4.55,324.56,5.69,31.52,6.25,3.173,1.92,4.35,-1
4.480000000000003,224.33397945045715,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,96.27,6.27,36.0,-6.25,3.155,1.92,4.45,135.23,10.42,34.0,-6.25,3.142,1.82,4.35,260.78,6.72,23.25,0.0,3.142,2.5,16.98,211.12,3.23,39.5,0.0,3.142,1.92,4.55,285.66,3.17,37.0,6.25,3.142,1.92,4.55,323.31,5.65,31.77,0.0,3.173,1.92,4.35,-1
4.520000000000003,222.6820598409611,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,94.82,6.25,35.75,6.25,3.156,1.92,4.45,133.87,10.42,33.75,6.25,3.149,1.82,4.35,259.85,6.72,23.25,6.25,3.142,2.5,16.98,209.55,3.23,39.5,0.0,3.135,1.92,4.55,284.19,3.17,37.25,0.0,3.142,1.92,4.55,322.04,5.61,31.77,6.0,3.173,1.92,4.35,-1
4.560000000000003,221.03014023146505,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,93.39,6.23,36.0,6.25,3.155,1.92,4.45,132.52,10.41,34.0,-6.25,3.142,1.82,4.35,258.92,6.72,23.5,0.0,3.142,2.5,16.98,207.97,3.24,39.5,0.0,3.142,1.92,4.55,282.69,3.17,37.25,-6.25,3.148,1.92,4.55,320.76,5.57,32.01,-6.0,3.165,1.92,4.35,-1
4.600000000000003,219.378220621969,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,91.95,6.21,36.25,-6.0,3.155,1.92,4.45,131.16,10.41,33.75,6.25,3.149,1.82,4.35,257.98,6.72,23.5,6.25,3.142,2.5,16.98,206.39,3.24,39.5,-6.25,3.142,1.92,4.55,281.2,3.16,37.0,0.0,3.142,1.92,4.55,319.49,5.54,31.77,0.0,3.173,1.92,4.35,-1
4.640000000000003,217.72630101247296,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,90.5,6.19,36.01,6.0,3.162,1.92,4.45,129.81,10.4,34.0,0.0,3.149,1.82,4.35,257.04,6.72,23.75,-12.5,3.142,2.5,16.98,204.81,3.24,39.25,0.0,3.142,1.92,4.55,279.72,3.16,37.0,0.0,3.142,1.92,4.55,318.22,5.5,31.77,0.0,3.173,1.92,4.35,-1
4.680000000000003,216.0743814029769,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,89.06,6.16,36.25,0.0,3.155,1.92,4.45,128.44,10.39,34.0,-12.5,3.142,1.82,4.35,256.09,6.72,23.25,0.0,3.142,2.5,16.98,203.24,3.24,39.25,6.25,3.135,1.92,4.55,278.25,3.16,37.0,0.0,3.142,1.92,4.55,316.94,5.46,31.77,6.25,3.173,1.92,4.35,-1
4.720000000000003,214.42246179348086,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,87.61,6.14,36.25,0.25,3.155,1.92,4.45,127.08,10.39,33.5,12.5,3.149,1.82,4.35,255.16,6.72,23.25,6.25,3.142,2.5,16.98,201.66,3.25,39.5,-6.25,3.142,1.92,4.55,276.76,3.16,37.0,-6.25,3.142,1.92,4.55,315.68,5.42,32.02,-6.25,3.173,1.92,4.35,-1
4.760000000000003,212.77054218398482,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,86.16,6.12,36.26,-0.25,3.162,1.92,4.45,125.74,10.38,34.0,-6.25,3.149,1.82,4.35,254.23,6.72,23.5,-6.25,3.142,2.5,16.98,200.09,3.25,39.25,0.0,3.142,1.92,4.55,275.28,3.16,36.75,0.0,3.142,1.92,4.55,314.4,5.38,31.77,0.0,3.173,1.92,4.35,-1
4.800000000000003,211.11862257448877,3.0931171352649427,41.2979902374011,0,3.141592653589793,1.92,5.05,84.71,6.09,36.25,-6.25,3.155,1.92,4.45,124.38,10.37,33.75,0.0,3.149,1.82,4.35,253.29,6.72,23.25,-6.25,3.142,2.5,16.98,198.52,3.25,39.25,-6.25,3.135,1.92,4.55,273.81,3.16,36.75,0.0,3.148,1.92,4.55,313.12,5.34,31.77,-6.25,3.173,1.92,4.35,-1
