,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,end
3.240000000000002,261.27570950614745,2.8350000000000026,44.9018640624784,0,3.141592653589793,2.02,5.05,211.27,6.67,29.5,6.25,3.142,2.53,7.68,216.52,3.15,33.75,0.0,3.142,1.82,3.84,285.8,7.17,37.25,0.0,3.142,1.82,4.35,289.5,3.25,39.75,6.25,3.135,1.82,4.85,-1
3.280000000000002,259.4796349436483,2.8350000000000026,44.3018640624784,-15.0,3.141592653589793,2.02,5.05,210.09,6.67,29.75,-6.25,3.142,2.53,7.68,215.17,3.15,33.75,-6.25,3.149,1.82,3.84,284.31,7.17,37.25,6.25,3.135,1.82,4.35,287.92,3.26,40.0,0.0,3.135,1.82,4.85,-1
3.320000000000002,257.70756038114916,2.8350000000000026,44.3018640624784,0,3.141592653589793,2.02,5.05,208.9,6.67,29.5,0.0,3.142,2.53,7.68,213.82,3.14,33.5,12.5,3.142,1.82,3.84,282.81,7.18,37.5,-6.25,3.142,1.82,4.35,286.31,3.27,40.0,-6.25,3.142,1.82,4.85,-1
3.360000000000002,255.93548581865002,2.8350000000000026,44.3018640624784,0,3.141592653589793,2.02,5.05,207.72,6.67,29.5,6.25,3.142,2.53,7.68,212.48,3.14,34.0,0.0,3.149,1.82,3.84,281.31,7.18,37.25,0.0,3.135,1.82,4.35,284.72,3.27,39.75,0.0,3.135,1.82,4.85,-1
3.400000000000002,254.16341125615088,2.8350000000000026,44.3018640624784,0,3.141592653589793,2.02,5.05,206.54,6.67,29.75,0.0,3.142,2.53,7.68,211.12,3.13,34.0,6.25,3.149,1.82,3.84,279.82,7.19,37.25,0.0,3.142,1.82,4.35,283.12,3.28,39.75,0.0,3.135,1.82,4.85,-1
3.440000000000002,252.39133669365174,2.8350000000000026,44.3018640624784,0,3.141592653589793,2.02,5.05,205.35,6.67,29.75,-6.25,3.142,2.53,7.68,209.76,3.12,34.25,-12.5,3.142,1.82,3.84,278.34,7.19,37.25,6.25,3.135,1.82,4.35,281.54,3.29,39.75,0.0,3.135,1.82,4.85,-1
3.480000000000002,250.6192621311526,2.8350000000000026,44.3018640624784,0,3.141592653589793,2.02,5.05,204.16,6.67,29.5,0.0,3.142,2.53,7.68,208.39,3.12,33.75,0.0,3.142,1.82,3.84,276.85,7.2,37.5,-12.5,3.142,1.82,4.35,279.94,3.3,39.75,-12.5,3.142,1.82,4.85,-1
3.5200000000000022,248.84718756865345,2.8350000000000026,43.7018640624784,-15.0,3.141592653589793,2.02,5.05,202.98,6.67,29.5,0.0,3.15,2.53,7.68,207.04,3.12,33.75,6.25,3.149,1.82,3.84,275.35,7.2,37.0,0.0,3.135,1.82,4.35,278.36,3.3,39.25,6.25,3.135,1.82,4.85,-1
3.5600000000000023,247.0991130061543,2.8350000000000026,43.7018640624784,0,3.141592653589793,2.02,5.05,201.8,6.66,29.5,-6.25,3.142,2.53,7.68,205.69,3.11,34.0,0.0,3.142,1.82,3.84,273.87,7.21,37.0,-6.25,3.142,1.82,4.35,276.79,3.31,39.5,0.0,3.135,1.82,4.85,-1
3.6000000000000023,245.35103844365517,2.8350000000000026,43.7018640624784,0,3.141592653589793,2.02,5.05,200.62,6.66,29.25,6.25,3.142,2.53,7.68,204.33,3.11,34.0,-6.25,3.142,1.82,3.84,272.38,7.21,36.75,0.0,3.135,1.82,4.35,275.2,3.32,39.5,-12.5,3.135,1.82,4.85,-1
3.6400000000000023,243.60296388115603,2.8350000000000026,43.7018640624784,0,3.141592653589793,2.02,5.05,199.45,6.66,29.5,0.0,3.142,2.53,7.68,202.97,3.11,33.75,6.25,3.149,1.82,3.84,270.92,7.22,36.75,0.0,3.142,1.82,4.35,273.62,3.33,39.0,0.0,3.142,1.82,4.85,-1
3.6800000000000024,241.8548893186569,2.8350000000000026,43.7018640624784,0,3.141592653589793,2.02,5.05,198.27,6.66,29.5,0.0,3.142,2.53,7.68,201.62,3.1,34.0,0.0,3.142,1.82,3.84,269.44,7.22,36.75,0.0,3.142,1.82,4.35,272.06,3.33,39.0,0.0,3.135,1.82,4.85,-1
3.7200000000000024,240.10681475615775,2.8350000000000026,43.7018640624784,0,3.141592653589793,2.02,5.05,197.09,6.66,29.5,-6.25,3.142,2.53,7.68,200.26,3.1,34.0,0.0,3.142,1.82,3.84,267.98,7.22,36.75,0.0,3.135,1.82,4.35,270.5,3.34,39.0,-6.25,3.142,1.82,4.85,-1
3.7600000000000025,238.3587401936586,2.8350000000000026,43.7018640624784,0,3.141592653589793,2.02,5.05,195.91,6.66,29.25,0.0,3.142,2.53,7.68,198.9,3.1,34.0,-18.75,3.142,1.82,3.84,266.5,7.23,36.75,-6.25,3.142,1.82,4.35,268.94,3.34,38.75,0.0,3.135,1.82,4.85,-1
3.8000000000000025,236.61066563115946,2.8350000000000026,43.1018640624784,-15.0,3.141592653589793,2.02,5.05,194.74,6.66,29.25,6.25,3.142,2.53,7.68,197.54,3.1,33.25,12.5,3.149,1.82,3.84,265.04,7.23,36.5,6.25,3.142,1.82,4.35,267.4,3.35,38.75,0.0,3.142,1.82,4.85,-1
3.8400000000000025,234.88659106866032,2.8350000000000026,42.5018640624784,-15.0,3.141592653589793,2.02,5.05,193.57,6.66,29.5,-6.25,3.142,2.53,7.68,196.21,3.09,33.75,-6.25,3.142,1.82,3.84,263.57,7.23,36.75,-6.25,3.135,1.82,4.35,265.85,3.35,38.75,0.0,3.135,1.82,4.85,-1
3.8800000000000026,233.18651650616118,2.8350000000000026,42.5018640624784,0,3.141592653589793,2.02,5.05,192.39,6.66,29.25,6.25,3.142,2.53,7.68,194.86,3.09,33.5,6.25,3.142,1.82,3.84,262.11,7.24,36.5,6.25,3.142,1.82,4.35,264.3,3.36,38.75,0.0,3.142,1.82,4.85,-1
3.9200000000000026,231.48644194366204,2.8350000000000026,42.5018640624784,0,3.141592653589793,2.02,5.05,191.22,6.66,29.5,-6.25,3.142,2.53,7.68,193.52,3.09,33.75,-6.25,3.142,1.82,3.84,260.65,7.24,36.75,0.0,3.142,1.82,4.35,262.75,3.36,38.75,-6.25,3.142,1.82,4.85,-1
3.9600000000000026,229.7863673811629,2.8350000000000026,42.5018640624784,0,3.141592653589793,2.02,5.05,190.04,6.66,29.25,0.0,3.142,2.53,7.68,192.17,3.09,33.5,0.0,3.142,1.82,3.84,259.18,7.24,36.75,0.0,3.142,1.82,4.35,261.19,3.36,38.5,-6.25,3.135,1.82,4.85,-1
4.000000000000003,228.08629281866376,2.8350000000000026,42.5018640624784,0,3.141592653589793,2.02,5.05,188.87,6.66,29.25,0.0,3.142,2.53,7.68,190.83,3.09,33.5,0.0,3.149,1.82,3.84,257.7,7.24,36.75,0.0,3.135,1.82,4.35,259.66,3.37,38.25,6.25,3.142,1.82,4.85,-1
4.040000000000003,226.38621825616463,2.8350000000000026,42.5018640624784,0,3.141592653589793,2.02,5.05,187.7,6.66,29.25,0.0,3.142,2.53,7.68,189.49,3.08,33.5,6.25,3.142,1.82,3.84,256.24,7.25,36.75,-6.25,3.142,1.82,4.35,258.12,3.37,38.5,0.0,3.142,1.82,4.85,-1
4.080000000000003,224.68614369366549,2.8350000000000026,41.901864062478396,-15.0,3.141592653589793,2.02,5.05,186.53,6.66,29.25,-6.25,3.142,2.53,7.68,188.15,3.08,33.75,0.0,3.142,1.82,3.84,254.77,7.25,36.5,0.0,3.142,1.82,4.35,256.58,3.37,38.5,-12.5,3.142,1.82,4.85,-1
4.120000000000003,223.01006913116635,2.8350000000000026,41.901864062478396,0,3.141592653589793,2.02,5.05,185.36,6.66,29.0,6.25,3.142,2.53,7.68,186.8,3.08,33.75,-12.5,3.142,1.82,3.84,253.31,7.25,36.5,-6.25,3.142,1.82,4.35,255.05,3.37,38.0,6.25,3.142,1.82,4.85,-1
4.160000000000003,221.3339945686672,2.8350000000000026,41.901864062478396,0,3.141592653589793,2.02,5.05,184.2,6.66,29.25,-6.25,3.142,2.53,7.68,185.45,3.08,33.25,6.25,3.142,1.82,3.84,251.84,7.25,36.25,6.25,3.142,1.82,4.35,253.53,3.37,38.25,-6.25,3.135,1.82,4.85,-1
4.200000000000003,219.65792000616807,2.8350000000000026,41.901864062478396,0,3.141592653589793,2.02,5.05,183.03,6.66,29.0,0.0,3.142,2.53,7.68,184.12,3.08,33.5,12.5,3.149,1.82,3.84,250.4,7.25,36.5,-6.25,3.142,1.82,4.35,252.0,3.38,38.0,6.25,3.142,1.82,4.85,-1
4.240000000000003,217.98184544366893,2.8350000000000026,41.901864062478396,0,3.141592653589793,2.02,5.05,181.87,6.66,29.0,0.0,3.142,2.53,7.68,182.78,3.07,34.0,-12.5,3.142,1.82,3.84,248.94,7.25,36.25,0.0,3.142,1.82,4.35,250.48,3.38,38.25,-6.25,3.142,1.82,4.85,-1
4.280000000000003,216.3057708811698,2.8350000000000026,41.901864062478396,0,3.141592653589793,2.02,5.05,180.71,6.66,29.0,0.0,3.133,2.53,7.68,181.42,3.07,33.5,12.5,3.142,1.82,3.84,247.49,7.25,36.25,0.0,3.142,1.82,4.35,248.95,3.38,38.0,0.0,3.142,1.82,4.85,-1
4.320000000000003,214.62969631867065,2.8350000000000026,41.301864062478394,-15.0,3.141592653589793,2.02,5.05,179.55,6.67,29.0,0.0,3.142,2.53,7.68,180.08,3.07,34.0,-6.25,3.142,1.82,3.84,246.04,7.25,36.25,-6.25,3.142,1.82,4.35,247.43,3.38,38.0,0.0,3.142,1.82,4.85,-1
4.360000000000003,212.97762175617152,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,178.39,6.67,29.0,6.25,3.142,2.53,7.68,178.72,3.07,33.75,-12.5,3.142,1.82,3.84,244.59,7.25,36.0,6.25,3.142,1.82,4.35,245.91,3.38,38.0,0.0,3.142,1.82,4.85,-1
4.400000000000003,211.32554719367238,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,177.23,6.67,29.25,-6.25,3.142,2.53,7.68,177.37,3.07,33.25,6.25,3.142,1.82,3.84,243.15,7.25,36.25,-6.25,3.142,1.82,4.35,244.39,3.38,38.0,0.0,3.148,1.82,4.85,-1
4.440000000000003,209.67347263117324,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,176.06,6.67,29.0,0.0,3.142,2.53,7.68,176.04,3.07,33.5,6.25,3.142,1.82,3.84,241.7,7.25,36.0,0.0,3.142,1.82,4.35,242.87,3.37,38.0,0.0,3.142,1.82,4.85,-1
4.480000000000003,208.0213980686741,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,174.9,6.67,29.0,0.0,3.142,2.53,7.68,174.7,3.07,33.75,0.0,3.149,1.82,3.84,240.26,7.25,36.0,0.0,3.142,1.82,4.35,241.34,3.37,38.0,-12.5,3.142,1.82,4.85,-1
4.520000000000003,206.36932350617496,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,173.74,6.67,29.0,6.25,3.142,2.53,7.68,173.35,3.06,33.75,-6.25,3.142,1.82,3.84,238.81,7.25,36.0,0.0,3.142,1.82,4.35,239.83,3.37,37.5,6.25,3.142,1.82,4.85,-1
4.560000000000003,204.71724894367583,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,172.58,6.67,29.25,-6.25,3.133,2.53,7.68,172.0,3.06,33.5,6.25,3.142,1.82,3.84,237.38,7.25,36.0,0.0,3.142,1.82,4.35,238.33,3.37,37.75,-6.25,3.142,1.82,4.85,-1
4.600000000000003,203.0651743811767,2.8350000000000026,41.301864062478394,0,3.141592653589793,2.02,5.05,171.41,6.68,29.0,-6.25,3.142,2.53,7.68,170.66,3.06,33.75,-6.25,3.142,1.82,3.84,235.94,7.25,36.0,0.0,3.142,1.82,4.35,236.81,3.37,37.5,12.5,3.148,1.82,4.85,-1
4.640000000000003,201.41309981867755,2.8350000000000026,41.48768042803542,4.645409138925547,3.141592653589793,2.02,5.05,170.25,6.68,28.75,0.0,3.142,2.53,7.68,169.31,3.06,33.5,6.25,3.142,1.82,3.84,234.5,7.25,36.0,-6.25,3.149,1.82,4.35,235.31,3.36,38.0,0.0,3.142,1.82,4.85,-1
4.680000000000003,199.75359260155614,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,169.1,6.68,28.75,0.0,3.142,2.53,7.68,167.97,3.06,33.75,-6.25,3.142,1.82,3.84,233.06,7.24,35.75,6.25,3.142,1.82,4.35,233.8,3.36,38.0,-12.5,3.142,1.82,4.85,-1
4.720000000000003,198.09408538443472,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,167.95,6.68,28.75,0.0,3.133,2.53,7.68,166.62,3.06,33.5,6.25,3.142,1.82,3.84,231.62,7.24,36.0,-6.25,3.142,1.82,4.35,232.28,3.36,37.5,0.0,3.148,1.82,4.85,-1
4.760000000000003,196.4345781673133,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,166.8,6.69,28.75,0.0,3.142,2.53,7.68,165.28,3.06,33.75,-6.25,3.142,1.82,3.84,230.19,7.24,35.75,6.25,3.142,1.82,4.35,230.78,3.35,37.5,0.0,3.142,1.82,4.85,-1
4.800000000000003,194.7750709501919,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,165.65,6.69,28.75,0.0,3.142,2.53,7.68,163.93,3.06,33.5,0.0,3.142,1.82,3.84,228.76,7.24,36.0,-12.5,3.149,1.82,4.35,229.28,3.35,37.5,0.0,3.148,1.82,4.85,-1
4.840000000000003,193.11556373307047,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,164.5,6.69,28.75,0.0,3.142,2.53,7.68,162.59,3.06,33.5,0.0,3.142,1.82,3.84,227.31,7.23,35.5,6.25,3.142,1.82,4.35,227.78,3.34,37.5,0.0,3.142,1.82,4.85,-1
4.8800000000000034,191.45605651594906,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,163.35,6.69,28.75,-6.25,3.133,2.53,7.68,161.25,3.06,33.5,0.0,3.142,1.82,3.84,225.9,7.23,35.75,-6.25,3.142,1.82,4.35,226.28,3.34,37.5,-6.25,3.142,1.82,4.85,-1
4.9200000000000035,189.79654929882764,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,162.2,6.7,28.5,6.25,3.142,2.53,7.68,159.91,3.06,33.5,-6.25,3.142,1.82,3.84,224.47,7.23,35.5,6.25,3.149,1.82,4.35,224.78,3.34,37.25,12.5,3.148,1.82,4.85,-1
4.9600000000000035,188.13704208170623,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,161.06,6.7,28.75,-12.5,3.142,2.53,7.68,158.57,3.06,33.25,6.25,3.142,1.82,3.84,223.05,7.22,35.75,-6.25,3.142,1.82,4.35,223.29,3.33,37.75,-12.5,3.148,1.82,4.85,-1
5.0000000000000036,186.4775348645848,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,159.91,6.7,28.25,6.25,3.133,2.53,7.68,157.24,3.06,33.5,0.0,3.142,1.82,3.84,221.62,7.22,35.5,0.0,3.149,1.82,4.35,221.78,3.32,37.25,6.25,3.142,1.82,4.85,-1
5.040000000000004,184.8180276474634,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,158.78,6.71,28.5,-6.25,3.142,2.53,7.68,155.9,3.06,33.5,0.0,3.142,1.82,3.84,220.2,7.21,35.5,0.0,3.142,1.82,4.35,220.29,3.32,37.5,0.0,3.148,1.82,4.85,-1
5.080000000000004,183.15852043034198,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,157.64,6.71,28.25,6.25,3.142,2.53,7.68,154.56,3.06,33.5,6.25,3.142,1.82,3.84,218.78,7.21,35.5,0.0,3.149,1.82,4.35,218.79,3.31,37.5,-6.25,3.148,1.82,4.85,-1
5.120000000000004,181.49901321322056,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,156.51,6.71,28.5,-6.25,3.133,2.53,7.68,153.22,3.06,33.75,-6.25,3.142,1.82,3.84,217.36,7.2,35.5,0.0,3.142,1.82,4.35,217.29,3.3,37.25,6.25,3.142,1.82,4.85,-1
5.160000000000004,179.83950599609915,2.8350000000000026,41.48768042803542,0,3.141592653589793,2.02,5.05,155.37,6.72,28.25,-6.25,3.142,2.53,7.68,151.87,3.06,33.5,0.0,3.142,1.82,3.84,215.94,7.2,35.5,-6.25,3.149,1.82,4.35,215.8,3.3,37.5,-12.5,3.148,1.82,4.85,-1
5.200000000000004,178.17999877897773,2.8350000000000026,40.88768042803542,-15.0,3.141592653589793,2.02,5.05,154.24,6.72,28.0,6.25,3.142,2.53,7.68,150.53,3.06,33.5,6.25,3.142,1.82,3.84,214.52,7.19,35.25,0.0,3.142,1.82,4.35,214.3,3.29,37.0,6.25,3.148,1.82,4.85,-1
5.240000000000004,176.54449156185632,2.8350000000000026,40.88768042803542,0,3.141592653589793,2.02,5.05,153.12,6.72,28.25,0.0,3.133,2.53,7.68,149.19,3.06,33.75,0.0,3.142,1.82,3.84,213.11,7.19,35.25,0.0,3.149,1.82,4.35,212.81,3.28,37.25,6.25,3.148,1.82,4.85,-1
5.280000000000004,174.9089843447349,2.8350000000000026,40.88768042803542,0,3.141592653589793,2.02,5.05,151.99,6.73,28.25,0.0,3.142,2.53,7.68,147.84,3.06,33.75,-6.25,3.142,1.82,3.84,211.7,7.18,35.25,6.25,3.142,1.82,4.35,211.33,3.27,37.5,-6.25,3.142,1.82,4.85,-1
5.320000000000004,173.2734771276135,2.8350000000000026,40.88768042803542,0,3.141592653589793,2.02,5.05,150.86,6.73,28.25,-6.25,3.142,2.53,7.68,146.49,3.06,33.5,-6.25,3.142,1.82,3.84,210.29,7.18,35.5,-6.25,3.149,1.82,4.35,209.83,3.27,37.25,6.25,3.148,1.82,4.85,-1
5.360000000000004,171.63796991049207,2.8350000000000026,40.88768042803542,0,3.141592653589793,2.02,5.05,149.73,6.73,28.0,0.0,3.133,2.53,7.68,145.15,3.06,33.25,0.0,3.134,1.82,3.84,208.87,7.17,35.25,0.0,3.149,1.82,4.35,208.34,3.26,37.5,-6.25,3.148,1.82,4.85,-1
5.400000000000004,170.00246269337066,2.8350000000000026,40.287680428035415,-15.0,3.141592653589793,2.02,5.05,148.61,6.74,28.0,0.0,3.142,2.53,7.68,143.82,3.07,33.25,6.25,3.142,1.82,3.84,207.46,7.16,35.25,-6.25,3.142,1.82,4.35,206.84,3.25,37.25,6.25,3.142,1.82,4.85,-1
5.440000000000004,168.39095547624925,2.8350000000000026,40.287680428035415,0,3.141592653589793,2.02,5.05,147.49,6.74,28.0,-12.5,3.133,2.53,7.68,142.49,3.07,33.5,-6.25,3.142,1.82,3.84,206.05,7.16,35.0,0.0,3.149,1.82,4.35,205.34,3.25,37.5,-6.25,3.148,1.82,4.85,-1
5.480000000000004,166.77944825912783,2.8350000000000026,40.287680428035415,0,3.141592653589793,2.02,5.05,146.37,6.75,27.5,6.25,3.142,2.53,7.68,141.15,3.07,33.25,-6.25,3.142,1.82,3.84,204.65,7.15,35.0,0.0,3.149,1.82,4.35,203.84,3.24,37.25,0.0,3.148,1.82,4.85,-1
5.520000000000004,165.16794104200642,2.8350000000000026,40.287680428035415,0,3.141592653589793,2.02,5.05,145.27,6.75,27.75,0.0,3.142,2.53,7.68,139.82,3.07,33.0,6.25,3.142,1.82,3.84,203.25,7.14,35.0,0.0,3.142,1.82,4.35,202.36,3.23,37.25,0.0,3.148,1.82,4.85,-1
5.560000000000004,163.556433824885,2.8350000000000026,39.687680428035414,-15.0,3.141592653589793,2.02,5.05,144.16,6.75,27.75,0.0,3.133,2.53,7.68,138.5,3.07,33.25,6.25,3.142,1.82,3.84,201.84,7.14,35.0,-6.25,3.149,1.82,4.35,200.87,3.22,37.25,6.25,3.142,1.82,4.85,-1
5.600000000000004,161.9689266077636,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,143.05,6.76,27.75,0.0,3.142,2.53,7.68,137.17,3.07,33.5,0.0,3.142,1.82,3.84,200.45,7.13,34.75,0.0,3.149,1.82,4.35,199.38,3.22,37.5,-12.5,3.148,1.82,4.85,-1
5.640000000000004,160.38141939064218,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,141.94,6.76,27.75,-6.25,3.133,2.53,7.68,135.83,3.07,33.5,-6.25,3.142,1.82,3.84,199.06,7.12,34.75,0.0,3.149,1.82,4.35,197.88,3.21,37.0,6.25,3.148,1.82,4.85,-1
5.680000000000004,158.79391217352077,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,140.83,6.77,27.5,6.25,3.142,2.53,7.68,134.49,3.07,33.25,0.0,3.142,1.82,3.84,197.67,7.11,34.75,-6.25,3.142,1.82,4.35,196.4,3.2,37.25,6.25,3.142,1.82,4.85,-1
5.720000000000004,157.20640495639935,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,139.73,6.77,27.75,0.0,3.142,2.53,7.68,133.16,3.07,33.25,6.25,3.134,1.82,3.84,196.28,7.11,34.5,0.0,3.149,1.82,4.35,194.91,3.2,37.5,0.0,3.148,1.82,4.85,-1
5.760000000000004,155.61889773927794,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,138.62,6.77,27.75,0.0,3.133,2.53,7.68,131.83,3.08,33.5,0.0,3.142,1.82,3.84,194.9,7.1,34.5,0.0,3.149,1.82,4.35,193.41,3.19,37.5,-6.25,3.148,1.82,4.85,-1
5.800000000000004,154.03139052215653,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,137.51,6.78,27.75,-6.25,3.142,2.53,7.68,130.49,3.08,33.5,0.0,3.142,1.82,3.84,193.52,7.09,34.5,0.0,3.149,1.82,4.35,191.91,3.18,37.25,-6.25,3.142,1.82,4.85,-1
5.840000000000004,152.44388330503511,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,136.4,6.78,27.5,0.0,3.142,2.53,7.68,129.15,3.08,33.5,-6.25,3.142,1.82,3.84,192.14,7.08,34.5,0.0,3.149,1.82,4.35,190.42,3.18,37.0,6.25,3.148,1.82,4.85,-1
5.880000000000004,150.8563760879137,2.8350000000000026,39.687680428035414,0,3.141592653589793,2.02,5.05,135.3,6.78,27.5,-6.25,3.133,2.53,7.68,127.81,3.08,33.25,6.25,3.142,1.82,3.84,190.76,7.07,34.5,0.0,3.149,1.82,4.35,188.94,3.17,37.25,0.0,3.148,1.82,4.85,-1
5.920000000000004,149.2688688707923,2.8350000000000026,39.08768042803541,-15.0,3.141592653589793,2.02,5.05,134.2,6.79,27.25,6.25,3.142,2.53,7.68,126.48,3.08,33.5,6.25,3.142,1.82,3.84,189.38,7.06,34.5,0.0,3.149,1.82,4.35,187.45,3.16,37.25,0.0,3.142,1.82,4.85,-1
5.960000000000004,147.70536165367088,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,133.11,6.79,27.5,0.0,3.142,2.53,7.68,125.14,3.08,33.75,-6.25,3.142,1.82,3.84,188.0,7.05,34.5,12.5,3.149,1.82,4.35,185.96,3.16,37.25,6.25,3.148,1.82,4.85,-1
6.000000000000004,146.14185443654947,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,132.01,6.79,27.5,-12.5,3.142,2.53,7.68,123.79,3.08,33.5,0.0,3.134,1.82,3.84,186.62,7.04,35.0,-12.5,3.149,1.82,4.35,184.47,3.15,37.5,-12.5,3.142,1.82,4.85,-1
6.0400000000000045,144.57834721942805,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,130.91,6.79,27.0,12.5,3.132,2.53,7.68,122.45,3.09,33.5,0.0,3.142,1.82,3.84,185.22,7.03,34.5,0.0,3.149,1.82,4.35,182.97,3.15,37.0,6.25,3.148,1.82,4.85,-1
6.0800000000000045,143.01484000230664,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,129.83,6.8,27.5,-6.25,3.142,2.53,7.68,121.11,3.09,33.5,0.0,3.142,1.82,3.84,183.84,7.02,34.5,0.0,3.149,1.82,4.35,181.49,3.14,37.25,6.25,3.148,1.82,4.85,-1
6.1200000000000045,141.45133278518523,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,128.73,6.8,27.25,0.0,3.142,2.53,7.68,119.77,3.09,33.5,12.5,3.142,1.82,3.84,182.46,7.01,34.5,0.0,3.149,1.82,4.35,180.0,3.13,37.5,-6.25,3.142,1.82,4.85,-1
6.160000000000005,139.88782556806382,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,127.64,6.8,27.25,0.0,3.142,2.53,7.68,118.43,3.09,34.0,-12.5,3.142,1.82,3.84,181.08,7.0,34.5,0.0,3.149,1.82,4.35,178.5,3.13,37.25,0.0,3.148,1.82,4.85,-1
6.200000000000005,138.3243183509424,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,126.55,6.8,27.25,-12.5,3.142,2.53,7.68,117.07,3.09,33.5,0.0,3.142,1.82,3.84,179.7,6.99,34.5,0.0,3.149,1.82,4.35,177.01,3.12,37.25,0.0,3.142,1.82,4.85,-1
6.240000000000005,136.760811133821,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,125.46,6.8,26.75,6.25,3.142,2.53,7.68,115.73,3.09,33.5,0.0,3.142,1.82,3.84,178.31,6.98,34.5,6.25,3.149,1.82,4.35,175.52,3.12,37.25,0.0,3.148,1.82,4.85,-1
6.280000000000005,135.19730391669958,2.8350000000000026,39.08768042803541,0,3.141592653589793,2.02,5.05,124.39,6.8,27.0,0.0,3.132,2.53,7.68,114.39,3.09,33.5,-6.25,3.142,1.82,3.84,176.94,6.97,34.75,-18.75,3.149,1.82,4.35,174.03,3.11,37.25,-6.25,3.148,1.82,4.85,-1
6.320000000000005,133.63379669957817,2.8350000000000026,38.48768042803541,-15.0,3.141592653589793,2.02,5.05,123.31,6.81,27.0,0.0,3.142,2.53,7.68,113.05,3.09,33.25,0.0,3.142,1.82,3.84,175.55,6.96,34.0,6.25,3.156,1.82,4.35,172.54,3.1,37.0,6.25,3.142,1.82,4.85,-1
6.360000000000005,132.09428948245676,2.8350000000000026,38.48768042803541,0,3.141592653589793,2.02,5.05,122.23,6.81,27.0,0.0,3.142,2.53,7.68,111.72,3.09,33.25,0.0,3.142,1.82,3.84,174.19,6.94,34.25,0.0,3.149,1.82,4.35,171.06,3.1,37.25,0.0,3.148,1.82,4.85,-1
6.400000000000005,130.55478226533535,2.8350000000000026,38.48768042803541,0,3.141592653589793,2.02,5.05,121.15,6.81,27.0,0.0,3.142,2.53,7.68,110.39,3.09,33.25,12.5,3.142,1.82,3.84,172.81,6.93,34.25,0.0,3.149,1.82,4.35,169.56,3.09,37.25,0.0,3.142,1.82,4.85,-1
6.440000000000005,129.01527504821394,2.8350000000000026,38.48768042803541,0,3.141592653589793,2.02,5.05,120.07,6.81,27.0,0.0,3.142,2.53,7.68,109.06,3.09,33.75,-12.5,3.142,1.82,3.84,171.45,6.92,34.25,0.0,3.149,1.82,4.35,168.08,3.09,37.25,0.0,3.148,1.82,4.85,-1
6.480000000000005,127.47576783109253,2.8350000000000026,38.48768042803541,0,3.141592653589793,2.02,5.05,118.99,6.81,27.0,0.0,3.142,2.53,7.68,107.71,3.09,33.25,6.25,3.142,1.82,3.84,170.08,6.91,34.25,0.0,3.149,1.82,4.35,166.59,3.08,37.25,0.0,3.148,1.82,4.85,-1
